"DATA (YYYY-MM-DD)","temp_avg"
2022-02-20,"25.0583333333333"
2022-02-21,"25.9583333333333"
2022-02-22,"25.6625"
2022-02-23,"25.5541666666667"
2022-02-24,"24.7875"
2022-02-25,"25.3625"
2022-02-26,"25.5791666666667"
2022-02-27,"25.9958333333333"
2022-02-28,"26.6666666666667"
2022-03-01,"28.0625"
2022-03-02,"27.6041666666667"
2022-03-03,"26.7875"
2022-03-04,"24.7666666666667"
2022-03-05,"25.8958333333333"
2022-03-06,"27.4958333333333"
2022-03-07,"28.0208333333333"
2022-03-08,"27.4083333333333"
2022-03-09,"26.05"
2022-03-10,"27.1375"
2022-03-11,"27.325"
2022-03-12,"26.075"
2022-03-13,"25.4916666666667"
2022-03-14,"25.9583333333333"
2022-03-15,"25.7958333333333"
2022-03-16,"27.2041666666667"
2022-03-17,"28.1041666666667"
2022-03-18,"28.0875"
2022-03-19,"27.7833333333333"
2022-03-20,"25.4833333333333"
2022-03-21,"23.1166666666667"
2022-03-22,"21.7375"
2022-03-23,"24.4666666666667"
2022-03-24,"25.4875"
2022-03-25,"27.7458333333333"
2022-03-26,"27.2083333333333"
2022-03-27,"25.5083333333333"
2022-03-28,"25.6166666666667"
2022-03-29,"25.1833333333333"
2022-03-30,"26.5375"
2022-03-31,"24.9208333333333"
2022-04-01,"23.4791666666667"
2022-04-02,"24.1416666666667"
2022-04-03,"24.9791666666667"
2022-04-04,"25.8958333333333"
2022-04-05,"25.0125"
2022-04-06,"24.2458333333333"
2022-04-07,"23.5375"
2022-04-08,"24.6083333333333"
2022-04-09,"25.45"
2022-04-10,"24.5"
2022-04-11,"24.325"
2022-04-12,"25.0833333333333"
2022-04-13,"25.725"
2022-04-14,"24.1208333333333"
2022-04-15,"20.7958333333333"
2022-04-16,"19.9166666666667"
2022-04-17,"20.1125"
2022-04-18,"20.0333333333333"
2022-04-19,"20.725"
2022-04-20,"21.1166666666667"
2022-04-21,"21.4291666666667"
2022-04-22,"23.2416666666667"
2022-04-23,"26.7958333333333"
2022-04-24,"24.1875"
2022-04-25,"23.5666666666667"
2022-04-26,"23.3208333333333"
2022-04-27,"24.4083333333333"
2022-04-28,"25.5625"
2022-04-29,"24.2208333333333"
2022-04-30,"22.4416666666667"
2022-05-01,"23.4041666666667"
2022-05-02,"24.0375"
2022-05-03,"25.3083333333333"
2022-05-04,"24.4916666666667"
2022-05-05,"23.9166666666667"
2022-05-06,"22.15"
2022-05-07,"19.3875"
2022-05-08,"20.6583333333333"
2022-05-09,"20.5458333333333"
2022-05-10,"19.9666666666667"
2022-05-11,"22.0583333333333"
2022-05-12,"22.4041666666667"
2022-05-13,"21.6416666666667"
2022-05-14,"22.25"
2022-05-15,"20.65"
2022-05-16,"21.4375"
2022-05-17,"20.6727272727273"
2022-05-18,"18.8"
2022-05-19,"18.165"
2022-05-20,"17.7791666666667"
2022-05-21,"17.4875"
2022-05-22,"18.1791666666667"
2022-05-23,"18.6375"
2022-05-24,"19.4916666666667"
2022-05-25,"24.95"
2022-05-26,"22.2266666666667"
